session_run_id,date,runtime,model_label,session_id,linked_operator_run_ids,objective,started_at,ended_at,elapsed_min,actual_input_tokens,actual_cache_creation_tokens,actual_cache_read_tokens,actual_output_tokens,actual_reasoning_tokens,total_tokens,estimated_cost_usd,extraction_method,confidence,notes
session-claude-2026-08-12-70469f01,2026-08-12,claude,claude-sonnet-5,65020bbd-b257-4105-ad01-3467af393478,,PKF performance testing sync project knowledge intake,2026-08-12T18:53:08.154Z,2026-08-12T19:07:25.422Z,14.29,286,388569,20084704,116362,0,20589921,9.228833,claude_log,high,
session-claude-2026-08-13-e4f16343,2026-08-13,claude,claude-sonnet-5,5e5c40e4-5d96-4bcd-a4b2-74b01034e70e,,"PKF performance testing follow-up: PK knowledge base and performance test plan updates, plus a PM Case Library case on cross-role meeting-expectations mismatch",2026-08-13T06:17:20.021Z,2026-08-13T06:31:34.706Z,14.24,261,401191,18737317,109178,0,19247947,8.764114,claude_log,high,
session-claude-2026-08-13-1ebf9e50,2026-08-13,claude,claude-sonnet-5,5e5c40e4-5d96-4bcd-a4b2-74b01034e70e,,"Multi-project stops-review transcript: PM Case Library cases, department standard entry, M2 action item, plus a prior-session Docs corruption fix",2026-08-13T06:17:20.021Z,2026-08-13T07:13:12.085Z,55.87,931,894108,135845164,350621,0,137090824,49.368562,claude_log,high,
session-codex-2026-08-13-57a036ad,2026-08-13,codex,codex-5.5-medium,019ff640-2672-7f90-a20a-41080c31c19c,,analyze project posting visual evidence,2026-08-12T13:54:58.294Z,2026-08-12T14:15:37.017Z,20.65,4372652,0,3703040,28072,5635,8109399,,codex_log,high,
session-codex-2026-08-13-be35a413,2026-08-13,codex,codex-5.5-medium,019ff640-2672-7f90-a20a-41080c31c19c,,locust posting scenario implementation and ci validation,2026-08-12T13:54:58.294Z,2026-08-12T14:15:37.017Z,20.65,12369291,0,11372160,48852,8652,23798955,,codex_log,high,
session-codex-2026-08-13-e131c605,2026-08-13,codex,codex-5.5-medium,019ff640-2672-7f90-a20a-41080c31c19c,,locust posting bruno header alignment and ci validation,2026-08-12T13:54:58.294Z,2026-08-12T14:15:37.017Z,20.65,14479345,0,13322112,56825,9843,27868125,,codex_log,high,
session-codex-2026-08-13-e18b034a,2026-08-13,codex,codex-5.5-medium,019ff640-2672-7f90-a20a-41080c31c19c,,locust posting qa ci pass validation,2026-08-12T13:54:58.294Z,2026-08-12T14:15:37.017Z,20.65,18910155,0,17605120,67645,12024,36594944,,codex_log,high,
session-codex-2026-08-13-2a570a49,2026-08-13,codex,,codex-20260813-contract-ops,,Add load test probe diagnostics and document blocker,,,,0,,,0,0,0,,manual,low,
session-claude-2026-08-14-08608bfa,2026-08-14,claude,claude-sonnet-5,5b91e5c9-527b-42c1-b514-2371750be503,,"Unicard project-knowledge intake: automation-coverage status/plan draft plus AQA metrics CSV, KB updates, PM case library entry, one in-doc corruption repair",2026-08-14T08:13:40.485Z,2026-08-14T09:23:46.957Z,70.11,626,480682,26656723,184517,0,27322548,12.569207,claude_log,high,
session-claude-2026-08-18-a689c38d,2026-08-18,claude,claude-sonnet-5,9cf56902-66b0-4480-bf53-bf8e6cd25192,,"Process M2 1:1 transcript qa_1to1, contractor removed from project, cascade updates, PM case log",2026-08-18T11:42:24.992Z,2026-08-18T12:02:45.815Z,20.35,278,362600,16994984,89797,0,17447659,7.806034,claude_log,high,
session-codex-2026-08-19-18c4c440,2026-08-19,codex,codex-5.5-medium,01a018c4-9f09-7111-ae67-063547058662,,queue-backed intake run telemetry closeout,2026-08-19T06:47:35.540Z,2026-08-19T07:35:20.820Z,47.75,23097468,0,21801472,43708,11915,44954563,,codex_log,high,
session-codex-2026-08-19-8a816805,2026-08-19,codex,codex-5.5-medium,01a018c4-9f09-7111-ae67-063547058662,,queue-backed intake run telemetry closeout,2026-08-19T06:47:35.540Z,2026-08-19T08:36:16.276Z,108.68,49656251,0,46202112,97325,26824,95982512,,codex_log,high,
session-claude-2026-08-24-5174cb54,2026-08-24,claude,claude-sonnet-5,1a2cb205-bc4f-4c1c-8d81-5cb9b228e514,,"Analyze M2 1to1 and M2 sync transcripts 2026-08-20, compare DC metrics dashboard approach to single person outstaff projects, log lessons learned and extend PM case",,,,0,,,0,,0,0.000000,manual,manual,"Manual placeholder row, automatic extraction not run for this session, see skill invocations sheet for the work log"
session-claude-2026-08-24-db94ad15,2026-08-24,claude,claude-sonnet-5,1a2cb205-bc4f-4c1c-8d81-5cb9b228e514,,"Multi-model design review of the M2 metrics and risk framework via ai-management dialogue, then sync accepted v3 back into qa_department_standards",,,,0,,,0,,0,0.000000,manual,manual,"Manual placeholder row, see skill invocations sheet and ai-management dialogue history for the work log"
session-claude-2026-08-25-db5288d5,2026-08-25,claude,claude-opus-5[1m],ea90792e-9dbd-4dac-b942-abe6bb601e93,,"Merge a project performance test strategy addendum from a source Doc into the published wiki page, with script-readiness statuses corrected against the project knowledge base",2026-08-25T08:02:14.574Z,2026-08-25T09:06:08.839Z,63.90,144,208299,7066333,72030,0,7346806,,manual,manual,"wiki page updated in place via the headless wiki API client - addendum chapter plus document-info, summary and tooling edits"
session-claude-2026-08-25-9c2616af,2026-08-25,claude,claude-opus-5[1m],ea90792e-9dbd-4dac-b942-abe6bb601e93,,Refresh the wiki strategy addendum script-status and platform-primitive coverage against the live performance-test repository,2026-08-25T08:02:14.574Z,2026-08-25T09:15:50.790Z,73.60,246,322926,16580376,116291,0,17019839,,manual,manual,second push to the same wiki page - addendum chapter regenerated from repository evidence rather than the older knowledge-base snapshot
session-claude-2026-08-25-f531aa34,2026-08-25,claude,claude-opus-5[1m],ea90792e-9dbd-4dac-b942-abe6bb601e93,,"Align the wiki strategy addendum primitive-coverage matrix with the owner status report, including invalidated-evidence and scale caveats",2026-08-25T08:02:14.574Z,2026-08-25T09:34:23.066Z,92.14,286,356300,21168699,139252,0,21664537,,manual,manual,"third push to the same wiki page - coverage summary table added, per-primitive statuses and action items realigned"
session-claude-2026-08-25-fa2521bb,2026-08-25,claude,claude-opus-5[1m],ea90792e-9dbd-4dac-b942-abe6bb601e93,,Process two project transcripts through the project-knowledge lane and reflect the resulting approach position and endpoint traceability in the published wiki strategy,2026-08-25T08:02:14.574Z,2026-08-25T09:58:29.872Z,116.25,452,492227,45402620,194087,0,46089386,,manual,manual,"two summaries created, two source-index rows, knowledge-base sections and open questions updated, sources archived, wiki page updated in place"
session-claude-2026-08-25-bda591f7,2026-08-25,claude,claude-opus-5,4d20822b-23da-4031-8f1c-14612f090d25,,review of updated Digital Forms Release 1.1 performance test plan against project knowledge base,2026-08-25T09:57:11.234Z,2026-08-25T10:00:19.341Z,3.14,44,114139,1240247,18700,0,1373130,,claude_log,high,
session-claude-2026-08-25-a5c8315d,2026-08-25,claude,claude-opus-5[1m],ea90792e-9dbd-4dac-b942-abe6bb601e93,,Correct the published primitive-coverage table and the knowledge base after owner corrections to two status labels,2026-08-25T08:02:14.574Z,2026-08-25T11:32:26.097Z,210.19,476,1105389,48843998,206157,0,50156020,,manual,manual,"wiki page corrected in place, knowledge base coverage section added, feedback row logged"
session-claude-2026-08-31-276037f4,2026-08-31,claude,claude-opus-5[1m],3d70276e-94c7-4a01-93ff-7da8a3ed7a8e,,"Assessment write-up for one QA engineer plus creation of the assessments and interviews lane: Drive folders, index sheet, layout module, three skills, two templates, graph and docs updates",2026-08-31T12:22:39.874Z,2026-08-31T14:26:33.767Z,123.90,344,437252,26199384,159025,0,26796005,,claude_log,high,First pass in the new assessments lane. Repo validator now exits 0 after fixing four pre-existing undocumented-script failures.
session-claude-2026-09-01-62edbe14,2026-09-01,claude,claude-opus-5[1m],3d70276e-94c7-4a01-93ff-7da8a3ed7a8e,,"Full-format Senior grade assessment write-up: transcribe the session recording, assess both blocks against the competency matrix, publish feedback into the assessments lane",2026-08-31T12:22:39.874Z,2026-09-01T13:02:56.420Z,1480.28,514,1268233,48317796,272121,0,49858664,,claude_log,high,"Second pass in the assessments lane, first one driven by a video input. Transcription and publish steps both ran through the lane tooling."
session-claude-2026-09-02-e9e3af8e,2026-09-02,claude,claude-opus-5[1m],d7ca96bd-469f-45bc-946e-453053762d2d,,"media intake: trim recording, extract audio, transcribe, derive code review action list",2026-09-02T12:41:38.847Z,2026-09-02T12:50:11.572Z,8.55,70,105167,2000465,21137,0,2126839,,claude_log,medium,
session-claude-2026-09-03-bba4d8a7,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"git-metrics collector onboarding flow verification: instruction rewrite, app UI/API check, key-lifecycle and collector-bugs reference corrections",2026-09-03T07:28:58.502Z,2026-09-03T07:40:06.714Z,11.14,176,313835,9221332,68698,0,9604041,,claude_log,high,
session-claude-2026-09-03-d0d371c6,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"collector rollout prep: verified issuable scope on 6 M2 projects, created _metrics_collector_registry, added pre-submit check step to handoff template",2026-09-03T07:28:58.502Z,2026-09-03T08:04:27.705Z,35.49,332,425482,23153808,131364,0,23710986,,claude_log,high,
session-claude-2026-09-03-036ad4fe,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"git-metrics collector pilot on one project: registry row for one engineer set to Blocked (gate), key deliberately deferred behind a keyless dry-run, ready-to-send message drafted",2026-09-03T07:28:58.502Z,2026-09-03T08:07:01.166Z,38.04,346,436832,24624980,145749,0,25207907,,claude_log,high,
session-claude-2026-09-03-4bc8160b,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"collector eligibility screen across six projects, evidence sweep and registry rows",2026-09-03T07:28:58.502Z,2026-09-03T09:46:53.934Z,137.92,540,1224913,47914298,240152,0,49379903,,claude_log,high,
session-claude-2026-09-03-371f3333,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"second collector key issued, handoff folder and Cursor prompt built, registry updated",2026-09-03T07:28:58.502Z,2026-09-03T10:09:47.061Z,160.81,574,1250621,52824849,263667,0,54339711,,claude_log,high,
session-claude-2026-09-03-0e91c012,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"new distributions lane created on the workspace drive, two per-person handoff folders uploaded",2026-09-03T07:28:58.502Z,2026-09-03T10:58:59.337Z,210.01,624,1291153,60585149,297960,0,62174886,,claude_log,high,
session-claude-2026-09-03-d4f1627c,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"third collector key issued with a scheduled exit-date revocation, folder uploaded to the distributions lane",2026-09-03T07:28:58.502Z,2026-09-03T11:43:03.947Z,254.09,690,1341381,71628829,327105,0,73298005,,claude_log,high,
session-claude-2026-09-03-8436080d,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,fourth collector key issued with an empty-result reading rule and three decision branches recorded,2026-09-03T07:28:58.502Z,2026-09-03T11:50:09.837Z,261.19,712,1353637,75522652,337211,0,77214212,,claude_log,high,
session-claude-2026-09-03-9b5d1d3f,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,eligibility screen closed: last open project excluded on confirmed client-devbox constraint,2026-09-03T07:28:58.502Z,2026-09-03T11:53:55.170Z,264.94,726,1360176,78056965,345367,0,79763234,,claude_log,high,
session-claude-2026-09-03-58997228,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"key revoked on client-EDR constraint, endpoint-management added as a third screening question, remaining live rows gated",2026-09-03T07:28:58.502Z,2026-09-03T11:57:21.008Z,268.38,750,1373187,82490371,359117,0,84223425,,claude_log,high,
session-claude-2026-09-03-14286a15,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"seventh registry row added for a blocked project, account-conflict cause investigated, admin request drafted",2026-09-03T07:28:58.502Z,2026-09-03T12:02:30.946Z,273.54,776,1393961,87435478,379178,0,89209393,,claude_log,high,
session-claude-2026-09-03-cb37fd4f,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"app person cards: onboarding flags set, collectable flags aligned to the eligibility screen, planned end date corrected",2026-09-03T07:28:58.502Z,2026-09-03T12:50:46.178Z,321.79,798,1424942,91747392,395334,0,93568466,,claude_log,high,
session-claude-2026-09-03-98887403,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,"person cards completed: scope text and internal notes written for six pairs, one risk level raised on staffing grounds",2026-09-03T07:28:58.502Z,2026-09-03T13:23:06.094Z,354.13,846,1475062,101592427,416447,0,103484782,,claude_log,high,
session-claude-2026-09-03-2f1e0404,2026-09-03,claude,claude-opus-5,c95940df-729b-4457-8089-777b6b28ca15,,internal notes shortened to technology lists across six person cards,2026-09-03T07:28:58.502Z,2026-09-03T14:29:28.044Z,420.49,864,2675928,104258145,426930,0,107361867,,claude_log,high,
session-claude-2026-09-03-27e719ab,2026-09-03,claude,claude-opus-5[1m],e063be23-4999-4c56-a911-aaa0403b9636,,"Restore hand-designed Sheet formatting flattened by the format_all_sheets.py fallback profile, using an untouched copy. Add restore_sheet_formatting.py and a skip guard. Then add a new monthly report tab via m2-monthly-report.",2026-09-03T14:41:47.265Z,2026-09-03T15:11:37.357Z,29.83,296,303487,14930265,144696,0,15378744,,claude_log,high,"Formatting restore verified as 0 of 451 differing cells. New month tab duplicated from the prior month so formatting and calculator formulas carried over untouched. 4 bonus-affecting cells confirmed by the manager rather than inferred: rate drop with warning, capacity units, status bots, staffing."
session-claude-2026-09-07-a91cf8bd,2026-09-07,claude,claude-opus-5,b5a25368-7871-4ee9-9f5b-7dd536cc929c,,"Baseline sprint-metrics tier, development-plan executive-audience contract, and one project plan re-derived from sources and published",2026-09-07T07:46:32.768Z,2026-09-07T11:29:43.408Z,223.18,420,1835987,37915634,197638,0,39949679,,claude_log,high,"Repo: baseline metrics tier, plan register contract, docs-editing literal-newline guard, 85 new tests. Drive: one project development plan rewritten in place, evidence row appended."
session-claude-2026-09-07-0f004047,2026-09-07,claude,claude-opus-5,b5a25368-7871-4ee9-9f5b-7dd536cc929c,,Re-derive and publish development plans for all active projects under the new executive-audience contract,2026-09-07T07:46:32.768Z,2026-09-07T13:06:02.967Z,319.50,594,2607231,68555460,312621,0,71475906,,claude_log,high,"Seven plans published: three rewritten in place, four created where none existed. Evidence rows appended per project. Six projects remain gated on unanswered input rounds."
session-claude-2026-09-08-44b5bcad,2026-09-08,claude,claude-opus-5[1m],b075f8bd-fbb2-4147-b297-5efaec02092f,,"Transcribe three client performance-testing call recordings for one project (two English, one Russian) and process them through project-knowledge-intake: three pk_summary docs, three pk_source_index rows, pk_knowledge_base updates, and a new load-test scenario section in pk_performance_test_plan",2026-09-08T10:14:02.557Z,2026-09-08T10:41:28.125Z,27.43,366,388962,22680851,116634,0,23186813,,claude_log,high,"Knowledge-only project, so Project Knowledge lane only and no M2 artifacts. Transcription run locally via the video-trim-and-audio-extract skill using a third-party speech-to-text API."
session-claude-2026-09-09-ab75a995,2026-09-09,claude,claude-opus-5[1m],4d54354f-f195-4c5f-8785-7ad508fe0275,,"Rebuild qa_process_metrics as a wide sprint-per-column sheet (metric/explanation/owner, then one column per sprint, Baseline 3 on top, period/trend/project columns dropped, every tier per sprint). Update schema, catalog, skill, scaffold, formatting profile, docs and tests, then migrate all 9 project Sheets on Drive via a new migrate_qa_process_metrics_layout.py",2026-09-09T09:40:39.605Z,2026-09-09T10:19:10.946Z,38.52,300,343421,20570736,130022,0,21044479,,claude_log,high,"Values preserved on the two projects that had any (coverage on one, coverage/autotest count/prod leakage on the other, two scaffold date stamps merged into one month column). One trend-cell note reported rather than written. Stale boilerplate explanation wording refreshed on all 9 sheets."
session-claude-2026-09-10-751c31b7,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane: transcribe and analyze 5 AI-in-QA sessions, build 55_AI_Adoption tiered KB (source notes, knowledge store, best-practices wiki), add ai_adoption_review template, ai-adoption-review skill, ai_adoption_workspace_layout module, fix markdown_to_docs backtick/bold offset bug",2026-09-10T10:44:42.862Z,2026-09-10T11:31:30.248Z,46.79,382,548534,37776774,189433,0,38515123,,claude_log,high,
session-claude-2026-09-10-1bd13d0e,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane, source 6: transcribe and analyze the Playwright self-healing empirical framework session, add source note S6, economics and implementation sections to the knowledge store, cost section and case study to the best-practices wiki, and cost questions plus reference figures to the review template and scoring calibration",2026-09-10T10:44:42.862Z,2026-09-10T12:35:25.038Z,110.70,580,737838,73239067,311561,0,74289046,,claude_log,high,
session-claude-2026-09-10-c586767e,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane, source 7: read the erp-web-tests benchmark repository as primary data, analyse 53 runs from benchmark-runs.csv, and supersede source 6 quantitatively across the knowledge store, best-practices wiki, review template and scoring calibration",2026-09-10T10:44:42.862Z,2026-09-10T13:22:46.436Z,158.06,734,862798,108430103,389068,0,109682703,,claude_log,high,
session-claude-2026-09-10-51a2edea,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane: re-base the benchmark analysis from imputed dollars onto measured token consumption per user correction, retract the claims that do not survive, and add cache-composition and cross-runtime telemetry caveats across the knowledge base, review template and skill",2026-09-10T10:44:42.862Z,2026-09-10T13:43:28.438Z,178.76,824,932099,131921201,470783,0,133324907,,claude_log,high,
session-claude-2026-09-10-71737f20,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane: produce the Russian version of the AI-in-QA best-practices wiki, register it as a translation target with a drift rule, and update layout module, document graph, docs and README",2026-09-10T10:44:42.862Z,2026-09-10T14:35:32.033Z,230.82,904,1038095,155034439,572254,0,156645692,,claude_log,high,
session-claude-2026-09-10-614b5a5f,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane: rewrite the Russian document as a native-Russian generic rules digest with no project or session references, and reclassify it in the repo from translation to derived edition",2026-09-10T10:44:42.862Z,2026-09-10T14:55:33.252Z,250.84,972,1098641,176917355,650024,0,178666992,,claude_log,high,
session-claude-2026-09-10-2674672e,2026-09-10,claude,claude-opus-5[1m],5a024dc6-443a-44bf-9319-a3216fbc6697,,"AI adoption lane: consolidation analysis of the Russian rules document, plus correcting the model-tier comparison after finding it confounded by the hard-case-only gate on frontier runs",2026-09-10T10:44:42.862Z,2026-09-10T15:38:21.631Z,293.65,1042,1152529,200761120,718520,0,202633211,,claude_log,high,
session-claude-2026-09-11-a84cebd7,2026-09-11,claude,claude-opus-5,5a024dc6-443a-44bf-9319-a3216fbc6697,,"Benchmark replication on current models: repair the finalizer, run 3 controlled without-rules runs via uncontaminated subagents, establish that the effect is model generation not tier, and revise the knowledge base to retire the headline rule and date the capability-dependent claims",2026-09-10T10:44:42.862Z,2026-09-11T09:53:14.383Z,1388.53,1328,6424014,304096416,896610,0,311418368,,claude_log,high,
session-claude-2026-09-11-80712306,2026-09-11,claude,claude-opus-5[1m],19f82024-77cc-4bfd-9b3b-5de5f2607ec8,,"internal-assessment-feedback: academic-difference assessment pass for one engineer - audio extract, speech-to-text, matrix and process-guide grounding, feedback doc, filled feedback form, lane index and telemetry",2026-09-11T12:10:52.163Z,2026-09-11T12:36:00.262Z,25.13,256,372789,13081193,168860,0,13623098,,claude_log,medium,
session-claude-2026-09-11-d8013466,2026-09-11,claude,claude-opus-5[1m],7be7c420-c16c-4eb5-82d5-cafc0b46d870,,"m2-1to1-apply: second 1:1 on one project processed end to end - video to audio extract, speech-to-text transcript, analysis, full M2 cascade (person metrics/risk/plan, project metrics/risk/plan, input round answered and reopened, action items), project-knowledge base rewrite, one management case logged, registry and timeline refresh",2026-09-11T13:07:32.902Z,2026-09-11T13:41:19.420Z,33.78,414,416450,32154252,196849,0,32767965,,claude_log,high,"No-queue conversational pass - 15 documents touched, cascade closure resolved, one latent grammar bug fixed in a registry refresh script"
